Tissue,Description,ZScore,MeanExp,Breadth,CV,NeighborMeanBreadth,NeighborMeanZscore,Label,Probability,,"Supplementary Table S2. Mouse knock out genes with phenotypes in 6 tissues. 191 genes whose germline deletion result in phenotypic aberration that could be unambiguously ascribed to one of the 6 tissues - Heart, Breast, Thyroid, Muscle, Lung, and Ovary. The tables shows a few key feature values for these genes and the overall score for tissue relevance as computed by FUGUE. ",,,,,,,,,,,,,,
Breast,CASP8,0.04926874,7.14399815,0.89978214,0.34445736,0.65639383,0.12809881,P,0.69448638,,,,,,,,,,,,,,,,
Breast,APC,-0.3039528,6.95185804,0.34858388,0.28742862,0.64731514,0.13890276,P,0.69219303,,,,,,,,,,,,,,,,
Breast,PPM1D,0.75729865,12.3057356,0.92156863,0.31032521,0.60525599,0.05711543,U,0.68762958,,,,,,,,,,,,,,,,
Breast,PALB2,0.3339974,6.09480572,0.74945534,0.29728466,0.59521504,0.00709109,P,0.68406159,,,,,,,,,,,,,,,,
Breast,ATM,-0.0756763,7.08964729,0.53594771,0.4528819,0.6322489,0.12154464,P,0.6807934,,,,,,,,,,,,,,,,
Breast,XRCC3,0.09152718,26.8478737,0.59694989,0.35449874,0.65943101,0.15059887,P,0.65850067,,,,,,,,,,,,,,,,
Breast,TP53,0.59382099,25.2281151,0.83660131,0.36812469,0.63123859,0.14207199,U,0.60195327,,,,,,,,,,,,,,,,
Breast,AKT1,0.3522518,60.8446198,0.81263617,0.26466313,0.62342048,0.08954452,P,0.49772963,,,,,,,,,,,,,,,,
Breast,BRCA2,-0.1243826,0.51080847,0.79520697,0.59643817,0.63309368,0.09971648,P,0.45813814,,,,,,,,,,,,,,,,
Breast,RAD51,-0.2433423,0.77734995,0.60784314,0.9422192,0.63513446,0.09795561,U,0.42064387,,,,,,,,,,,,,,,,
Breast,CDH1,0.17391771,38.5491867,0.65795207,1.05243766,0.6395743,0.11846818,P,0.41499969,,,,,,,,,,,,,,,,
Breast,NQO2,-0.0909502,9.62030315,0.583878,0.38060218,0.65214234,0.10000884,P,0.37450767,,,,,,,,,,,,,,,,
Breast,BARD1,-0.1390347,3.64692736,0.54901961,0.55013794,0.61869543,0.14224875,P,0.37377366,,,,,,,,,,,,,,,,
Breast,BRCA1,-0.2749944,1.41188288,0.4335512,0.44048113,0.6441598,0.16333345,P,0.24694631,,,,,,,,,,,,,,,,
Breast,BRIP1,-0.1739254,0.4381322,0.69934641,0.88830066,0.61466957,0.07457779,P,0.2311774,,,,,,,,,,,,,,,,
Breast,HGF,0.18402775,5.19120646,0.83660131,0.78848964,0.68252239,0.11284027,U,0.22604072,,,,,,,,,,,,,,,,
Breast,HMMR,-0.2361322,0.46595654,0.34858388,1.65311968,0.59707805,0.0399844,U,0.1827976,,,,,,,,,,,,,,,,
Breast,ESPL1,-0.2737066,0.76138669,0.71459695,1.07508111,0.58661888,0.01263276,U,0.16142529,,,,,,,,,,,,,,,,
Breast,RAD54L,-0.3086356,0.60494667,0.25272331,1.5397681,0.60321351,0.04453023,P,0.08273941,,,,,,,,,,,,,,,,
Breast,WNT1,-0.2012602,0.19547722,0.54248366,1.23243451,0.75272331,0.39931085,U,0.05402418,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Lung,SFTPB,3.96738601,5190.1001,0.9982699,0.89873034,0.99134948,3.16004705,P,0.97682297,,,,,,,,,,,,,,,,
Lung,SCGB3A2,3.07652903,264.648346,1,1.4105854,1,3.08647156,P,0.9316591,,,,,,,,,,,,,,,,
Lung,SLC34A2,3.75698733,581.395142,0.9982699,0.94504923,0.78143022,0.51046712,P,0.91845244,,,,,,,,,,,,,,,,
Lung,SFTPC,3.3551631,4049.83398,0.9982699,1.23617125,0.88105536,0.7887193,P,0.89737928,,,,,,,,,,,,,,,,
Lung,ABCA3,3.35495853,180.145981,0.97750865,0.95467478,0.68858131,0.48819506,P,0.8815645,,,,,,,,,,,,,,,,
Lung,RB1,0.88185167,24.6376171,0.93252595,0.30137649,0.77297268,0.3308163,P,0.87976128,,,,,,,,,,,,,,,,
Lung,KRAS,0.84792793,20.9310913,0.91522491,0.28409544,0.77671363,0.36809517,U,0.86493087,,,,,,,,,,,,,,,,
Lung,CASP8,0.93911946,16.1328354,0.99653979,0.45248675,0.78592065,0.43814398,P,0.8553192,,,,,,,,,,,,,,,,
Lung,TP53,0.01192303,17.5970039,0.55536332,0.40662134,0.68531964,0.17584858,U,0.84909785,,,,,,,,,,,,,,,,
Lung,ADRB2,0.68402165,19.9388485,0.9982699,0.54911965,0.65361552,0.19332626,P,0.79950225,,,,,,,,,,,,,,,,
Lung,EPAS1,3.45687056,1121.979,1,0.4908796,0.75507748,0.40777383,U,0.78984684,,,,,,,,,,,,,,,,
Lung,JUN,0.59923393,455.029297,0.90311419,0.90406305,0.73216945,0.31282166,U,0.76981103,,,,,,,,,,,,,,,,
Lung,IRF1,1.95433283,109.198273,0.9982699,1.20579791,0.85960528,0.51488204,P,0.76206756,,,,,,,,,,,,,,,,
Lung,PIK3CA,0.51079488,16.1563206,0.88408304,0.29068026,0.80472642,0.47627629,P,0.75162226,,,,,,,,,,,,,,,,
Lung,PLA2G7,1.52663267,15.9647121,0.98615917,0.93717009,0.30103806,-0.3353468,P,0.72925472,,,,,,,,,,,,,,,,
Lung,TSC1,0.14687054,22.6445007,0.71799308,0.2942825,0.71235028,0.29102647,P,0.7216202,,,,,,,,,,,,,,,,
Lung,TSC2,0.11673152,46.1629066,0.74394464,0.26010004,0.74949918,0.31810168,P,0.71418667,,,,,,,,,,,,,,,,
Lung,PPP2R1B,-0.0848519,12.3664303,0.72491349,0.29440355,0.75842201,0.42031244,P,0.71227139,,,,,,,,,,,,,,,,
Lung,DICER1,0.78989643,29.7670975,0.90484429,0.3348262,0.78839771,0.40431512,U,0.71205997,,,,,,,,,,,,,,,,
Lung,IL4R,1.92933238,184.067093,1,0.50140452,0.87065198,0.59204563,P,0.70542169,,,,,,,,,,,,,,,,
Lung,TLR4,0.58688915,25.685894,0.99653979,0.45856476,0.88614047,0.43398634,N,0.68689072,,,,,,,,,,,,,,,,
Lung,ERBB2,0.06382981,48.4157639,0.86678201,0.32152107,0.74511864,0.30033668,P,0.67616183,,,,,,,,,,,,,,,,
Lung,FASLG,0.85069072,2.18449974,0.97577855,0.99477059,0.83747054,0.54197123,U,0.6577698,,,,,,,,,,,,,,,,
Lung,XPC,0.12837718,36.773571,0.71972318,0.29358178,0.65579044,0.11480078,U,0.64529979,,,,,,,,,,,,,,,,
Lung,HNMT,0.4009949,18.8047543,0.90311419,0.41801596,0.70198962,0.46187562,P,0.62463403,,,,,,,,,,,,,,,,
Lung,MAP3K8,1.96064639,64.4662476,0.99480969,0.45713994,0.8706493,1.00276607,P,0.58568186,,,,,,,,,,,,,,,,
Lung,VEGFA,0.42238125,186.730728,0.97577855,0.5328663,0.83196367,0.51396021,U,0.57986456,,,,,,,,,,,,,,,,
Lung,FOSL2,0.42054933,147.110153,0.78200692,0.50606257,0.78483276,0.3575143,U,0.56516939,,,,,,,,,,,,,,,,
Lung,BRAF,0.83591413,16.3868599,0.91695502,0.29960606,0.81462447,0.50581562,P,0.55188131,,,,,,,,,,,,,,,,
Lung,ATF2,0.31014776,23.4729252,0.74048443,0.25247356,0.75359288,0.35205227,U,0.54944408,,,,,,,,,,,,,,,,
Lung,FLCN,0.58634281,55.5496407,0.88408304,0.37617952,0.68074779,0.20844994,P,0.53878444,,,,,,,,,,,,,,,,
Lung,YY1,0.45955092,35.5500183,0.84775087,0.23194735,0.77477079,0.4099437,U,0.50154537,,,,,,,,,,,,,,,,
Lung,ERCC6,-0.1761246,3.77942777,0.42733564,0.35851476,0.69667468,0.22587064,P,0.49363789,,,,,,,,,,,,,,,,
Lung,CSF2,2.39474559,2.36610079,1,1.6344893,0.90726644,0.7669529,U,0.48343551,,,,,,,,,,,,,,,,
Lung,TBX21,0.49431962,7.68075609,0.9982699,0.76866013,0.6799308,0.0728102,P,0.47069344,,,,,,,,,,,,,,,,
Lung,CYBA,0.63206458,145.614456,1,0.35195789,0.97462514,0.62096964,P,0.45058966,,,,,,,,,,,,,,,,
Lung,PTMA,0.44380841,697.747375,0.84256055,0.2699807,0.76568031,0.38163688,U,0.43778136,,,,,,,,,,,,,,,,
Lung,ROBO1,0.27016121,11.6847019,0.68858131,0.41058999,0.80127399,0.59770414,U,0.42862335,,,,,,,,,,,,,,,,
Lung,ELK3,0.56370163,39.109951,0.98096886,0.38250732,0.88235294,0.58778465,U,0.42608109,,,,,,,,,,,,,,,,
Lung,MUS81,0.6996401,43.8736534,0.87716263,0.31781855,0.746074,0.26196089,N,0.41992733,,,,,,,,,,,,,,,,
Lung,BLOC1S6,0.34845176,20.9944649,0.78027682,0.21819511,0.68593527,0.18754235,U,0.41655773,,,,,,,,,,,,,,,,
Lung,NCF4,0.17496468,78.8641739,1,0.49199513,0.92233756,0.41431723,P,0.40242207,,,,,,,,,,,,,,,,
Lung,NCF2,0.29553658,96.0210037,1,0.44693732,0.9131187,0.38088412,P,0.39515162,,,,,,,,,,,,,,,,
Lung,HMOX1,0.83151829,223.936356,0.97404844,1.04529691,0.83114187,0.57358366,P,0.39411867,,,,,,,,,,,,,,,,
Lung,EGFR,-0.0331638,23.7011471,0.65397924,0.41471654,0.70936734,0.26032701,U,0.38539034,,,,,,,,,,,,,,,,
Lung,CCL11,0.46510264,16.3598747,0.97404844,2.66376185,0.92322664,0.42516186,P,0.38364092,,,,,,,,,,,,,,,,
Lung,KL,1.52234066,8.14182281,0.99480969,0.75741094,0.82525952,0.40517771,U,0.37939492,,,,,,,,,,,,,,,,
Lung,HLA-G,1.29999733,14.2801552,0.99134948,0.55464995,0.89763552,0.80286406,U,0.36713073,,,,,,,,,,,,,,,,
Lung,ITGB6,2.58143067,26.2502346,1,0.6239813,0.67214533,0.11394379,U,0.3402485,,,,,,,,,,,,,,,,
Lung,RUNX3,0.28404111,18.2675991,0.99653979,0.60016435,0.81202046,0.50080811,N,0.33969638,,,,,,,,,,,,,,,,
Lung,FOXM1,-0.0628383,4.72949839,0.84256055,1.52990973,0.70591218,0.19555352,U,0.31905705,,,,,,,,,,,,,,,,
Lung,CSF2RB,0.44478229,25.6023464,1,0.57177514,0.93879758,0.65737916,P,0.31037363,,,,,,,,,,,,,,,,
Lung,CYBB,1.24667418,57.8972473,0.99653979,0.66192907,0.98615917,0.31334109,U,0.30538788,,,,,,,,,,,,,,,,
Lung,NDST1,0.94848323,51.3426323,0.94290657,0.33522472,0.80894711,0.30999311,U,0.29849151,,,,,,,,,,,,,,,,
Lung,ITGA9,0.1140877,12.1901808,0.9550173,0.42890686,0.74336794,0.42143812,U,0.27214071,,,,,,,,,,,,,,,,
Lung,SMO,-0.4127939,8.34996033,0.316609,0.72191495,0.60989619,-0.0503237,U,0.21603891,,,,,,,,,,,,,,,,
Lung,TERT,-0.2449922,0.0382574,0.62629758,1.67154145,0.65500318,0.14752164,U,0.21562366,,,,,,,,,,,,,,,,
Lung,PTGER2,0.31109673,11.1343689,0.99653979,0.39645335,0.83780277,0.47058877,P,0.2149062,,,,,,,,,,,,,,,,
Lung,IL13,-0.1181212,0.26808259,0.71280277,3.08367562,0.81141869,0.65353534,P,0.20584817,,,,,,,,,,,,,,,,
Lung,NCF1,0.04880699,17.4174957,1,0.77358645,0.80365943,0.39277407,P,0.20495236,,,,,,,,,,,,,,,,
Lung,FUT8,-0.2098742,7.28874588,0.58304498,0.32191813,0.81520844,0.34608957,U,0.14342156,,,,,,,,,,,,,,,,
Lung,MMP1,0.00956046,13.6475792,0.95847751,4.02475023,0.78373702,0.44047641,P,0.10580999,,,,,,,,,,,,,,,,
Lung,MUC7,-0.0715905,1.14063787,0.4567474,2.80088305,0.6799308,0.0627904,U,0.09619068,,,,,,,,,,,,,,,,
Lung,FBN1,0.01794524,32.7925835,0.94636678,0.64791971,0.74083045,0.14174727,U,0.08984957,,,,,,,,,,,,,,,,
Lung,MUC5B,-0.0452034,5.42040348,0.89273356,3.35353303,0.73464533,0.07167892,U,0.07921829,,,,,,,,,,,,,,,,
Lung,FGF9,-0.0691891,1.85485291,0.85640138,0.80419159,0.73027682,0.5431725,N,0.07294995,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Muscle,BIN1,4.14448118,1000.28986,1,0.30853304,0.21407398,-0.3621428,P,0.99304283,,,,,,,,,,,,,,,,
Muscle,MYH2,3.11549568,1590.21167,1,1.02305496,0.5733188,1.18545892,P,0.98902798,,,,,,,,,,,,,,,,
Muscle,MYPN,4.01020098,124.100967,1,0.37411231,0.63760897,1.5563816,U,0.98535269,,,,,,,,,,,,,,,,
Muscle,TTN,4.17761326,369.679688,1,0.36241251,0.48443337,0.58124527,P,0.98486483,,,,,,,,,,,,,,,,
Muscle,RYR1,4.27382755,449.640717,1,0.34421325,0.52236804,0.87406438,P,0.98404884,,,,,,,,,,,,,,,,
Muscle,BAG3,2.13476849,388.204926,1,0.41315189,0.28263249,-0.258763,P,0.98124069,,,,,,,,,,,,,,,,
Muscle,ACTA1,3.74998736,35988.1836,1,0.63839012,0.56274091,0.75464045,P,0.98097253,,,,,,,,,,,,,,,,
Muscle,FOXO1,1.40563142,78.8337173,0.76214197,0.80303222,0.29983872,-0.3692993,U,0.98087746,,,,,,,,,,,,,,,,
Muscle,TPM3,3.75636101,840.420288,0.98132005,0.56581891,0.62274048,0.96171731,P,0.98026949,,,,,,,,,,,,,,,,
Muscle,DNAJB6,2.01350045,56.2573929,0.99875467,0.27086323,0.36333577,0.08088065,P,0.97957498,,,,,,,,,,,,,,,,
Muscle,NEB,4.22512007,899.780273,1,0.38330027,0.50124533,0.69400662,P,0.97955602,,,,,,,,,,,,,,,,
Muscle,TPM2,1.9456315,4111.70215,1,0.37827793,0.51314922,0.78491116,P,0.97779661,,,,,,,,,,,,,,,,
Muscle,PLEC,1.0812515,154.161575,0.97135741,0.3247076,0.2305906,-0.3152557,P,0.97444987,,,,,,,,,,,,,,,,
Muscle,MYH7,2.81479859,4529.25977,1,0.76992327,0.69354504,1.57013789,P,0.97259438,,,,,,,,,,,,,,,,
Muscle,TNNT3,3.70327616,2789.21729,1,0.68657303,0.54960565,1.13256237,P,0.97209001,,,,,,,,,,,,,,,,
Muscle,ATP2A1,3.49473023,1586.97351,1,0.80655146,0.46986301,0.31251392,P,0.96987456,,,,,,,,,,,,,,,,
Muscle,MYH3,0.93635845,21.7846107,0.87173101,2.73885441,0.35450394,0.29095482,P,0.96588522,,,,,,,,,,,,,,,,
Muscle,CAV3,3.88609028,50.5134659,1,0.49654311,0.40627646,0.09972536,P,0.96549082,,,,,,,,,,,,,,,,
Muscle,TNNT1,3.94885397,5077.65332,1,0.55199981,0.84040617,1.75332456,P,0.96238196,,,,,,,,,,,,,,,,
Muscle,MYOT,3.62584686,763.739624,1,0.72887349,0.57569827,1.38351047,P,0.96166438,,,,,,,,,,,,,,,,
Muscle,ASPSCR1,0.11010151,15.242878,0.53175592,0.43363032,0.33679622,-0.0388841,U,0.96132177,,,,,,,,,,,,,,,,
Muscle,FLNC,2.96801376,1128.94238,1,0.57191986,0.29905531,-0.1955634,P,0.96079963,,,,,,,,,,,,,,,,
Muscle,KLHL41,4.28282452,3569.62891,1,0.34028786,0.78609062,2.12912721,P,0.96027172,,,,,,,,,,,,,,,,
Muscle,CFL2,2.6537149,128.651855,1,0.33281073,0.60924312,0.6235827,P,0.9594214,,,,,,,,,,,,,,,,
Muscle,MAP3K20,2.0844264,119.764603,1,0.42439842,0.21760659,-0.4439202,N,0.9592154,,,,,,,,,,,,,,,,
Muscle,TRIM32,0.83404785,15.164505,0.84184309,0.6055029,0.28535638,-0.2956046,P,0.95722097,,,,,,,,,,,,,,,,
Muscle,DMD,1.22162843,25.2668018,0.99501868,0.45113397,0.31506849,-0.2053832,P,0.95519125,,,,,,,,,,,,,,,,
Muscle,FHL1,2.99902487,2091.27734,1,0.44039249,0.43295973,0.75910013,P,0.95384622,,,,,,,,,,,,,,,,
Muscle,CNBP,2.16359687,896.950134,0.99252802,0.3277553,0.19348042,-0.4776148,P,0.95267725,,,,,,,,,,,,,,,,
Muscle,ADCK2,-0.8898031,10.9082489,0.04109589,0.41108847,0.39629168,0.11238824,U,0.9479115,,,,,,,,,,,,,,,,
Muscle,PUS1,-0.7855106,4.35580063,0.09464508,0.59406102,0.34257645,-0.1130214,P,0.94705802,,,,,,,,,,,,,,,,
Muscle,SYNE2,0.29605436,22.2670689,0.61270237,0.63729089,0.3004741,-0.2768793,P,0.94644177,,,,,,,,,,,,,,,,
Muscle,MTMR14,0.52000362,29.9548073,0.65379826,0.45924425,0.23568595,-0.3777434,P,0.94619209,,,,,,,,,,,,,,,,
Muscle,LDB3,2.90096426,468.437256,1,0.72862458,0.71388543,1.56819529,P,0.94552648,,,,,,,,,,,,,,,,
Muscle,TNPO3,-0.0005919,25.2567883,0.43711083,0.36361203,0.22323035,-0.3884226,P,0.94527954,,,,,,,,,,,,,,,,
Muscle,DNM2,-0.4993603,43.7627029,0.18929016,0.28987053,0.21461784,-0.4239229,P,0.93772644,,,,,,,,,,,,,,,,
Muscle,TNNI2,3.76123857,3608.69312,1,0.65041,0.53685045,1.11814058,P,0.9371419,,,,,,,,,,,,,,,,
Muscle,DES,1.93615103,12450.7783,1,0.27740979,0.38408294,-0.0163752,P,0.93375754,,,,,,,,,,,,,,,,
Muscle,LPIN1,2.06342649,123.713531,0.97260274,0.86217558,0.32682994,-0.2171061,P,0.93232656,,,,,,,,,,,,,,,,
Muscle,PABPN1,-1.1704051,63.2199516,0.00871731,0.35631824,0.29986509,-0.2268515,U,0.93162656,,,,,,,,,,,,,,,,
Muscle,SLC25A4,2.3853507,405.396179,1,0.43013337,0.68670119,0.66238118,P,0.93136084,,,,,,,,,,,,,,,,
Muscle,POMGNT1,0.187861,33.3059158,0.59028643,0.39700109,0.30851412,-0.277889,P,0.92619455,,,,,,,,,,,,,,,,
Muscle,EMD,-0.3083574,89.6326675,0.24782067,0.36879221,0.21069707,-0.4219391,P,0.92619181,,,,,,,,,,,,,,,,
Muscle,CLCN1,3.30941868,15.2378292,1,0.88391978,0.50062267,1.36643445,P,0.92483443,,,,,,,,,,,,,,,,
Muscle,STIM1,1.24961925,61.0398903,0.87297634,0.37534314,0.11522762,-0.6814822,P,0.91526651,,,,,,,,,,,,,,,,
Muscle,GMPPB,-0.8568847,7.63877058,0.03362391,0.52208513,0.21993743,-0.3949801,U,0.90979981,,,,,,,,,,,,,,,,
Muscle,COX10,2.44368672,30.192112,0.99875467,0.34221199,0.09298464,-0.7590433,P,0.90869188,,,,,,,,,,,,,,,,
Muscle,CRYAB,1.53944027,1608.70972,1,0.50767761,0.30275958,-0.017381,P,0.90547752,,,,,,,,,,,,,,,,
Muscle,DMPK,0.33347303,115.172089,0.89165629,0.57284921,0.40355247,-0.0294458,P,0.90392965,,,,,,,,,,,,,,,,
Muscle,RRM2B,1.05609035,24.0529385,0.92901619,0.57324594,0.19088142,-0.4592897,P,0.90380061,,,,,,,,,,,,,,,,
Muscle,KLHL40,3.75410223,349.925629,1,0.66097957,0.27006832,-0.2059856,P,0.90157527,,,,,,,,,,,,,,,,
Muscle,SGCA,2.75599146,236.865234,1,0.2924085,0.26012746,-0.4978819,P,0.90153718,,,,,,,,,,,,,,,,
Muscle,MBNL1,0.36852714,80.7441406,0.89539228,0.37545732,0.2058091,-0.360281,U,0.90131336,,,,,,,,,,,,,,,,
Muscle,TCAP,3.33321977,2808.32031,1,0.60976553,0.80390203,1.70482953,P,0.89824265,,,,,,,,,,,,,,,,
Muscle,MICU1,0.17083989,41.9830513,0.69613948,0.30433095,0.34802526,-0.1299283,P,0.89527321,,,,,,,,,,,,,,,,
Muscle,DAG1,0.69089144,59.9768448,0.91033624,0.35834494,0.15701324,-0.4602287,P,0.89024311,,,,,,,,,,,,,,,,
Muscle,HNRNPDL,-0.6158281,104.040199,0.13449564,0.36634839,0.28787472,-0.2726941,P,0.88431233,,,,,,,,,,,,,,,,
Muscle,TOR1AIP1,-0.2328467,16.8610477,0.4109589,0.34634569,0.24339975,-0.3573781,U,0.88302928,,,,,,,,,,,,,,,,
Muscle,CAPN3,3.77715063,283.676147,1,0.48812801,0.85990037,1.97511061,P,0.88104302,,,,,,,,,,,,,,,,
Muscle,FKTN,-0.8536367,3.04112387,0.01867995,0.39969921,0.34445828,0.07623835,U,0.87321979,,,,,,,,,,,,,,,,
Muscle,POLG2,-0.7302536,4.38259554,0.03985056,0.38507387,0.28775425,-0.3223847,P,0.87319458,,,,,,,,,,,,,,,,
Muscle,POMT2,0.12702085,14.0365267,0.51183064,0.77207714,0.13749908,-0.2714081,P,0.8685661,,,,,,,,,,,,,,,,
Muscle,DYSF,0.53113085,50.0722809,1,0.54584056,0.52340488,0.87755077,P,0.86655152,,,,,,,,,,,,,,,,
Muscle,SGCG,2.63773203,61.434967,1,0.6086908,0.82728231,2.0032167,P,0.86274683,,,,,,,,,,,,,,,,
Muscle,SGCB,0.4307557,49.199276,0.92154421,0.34369361,0.57363014,0.9743943,P,0.85802609,,,,,,,,,,,,,,,,
Muscle,TMEM43,-0.662833,50.3350487,0.10211706,0.59237927,0.2059606,-0.4433566,P,0.84210372,,,,,,,,,,,,,,,,
Muscle,ZMPSTE24,-0.9021506,13.5627356,0.04856787,0.48211348,0.24141612,-0.4761607,P,0.84051955,,,,,,,,,,,,,,,,
Muscle,TFAM,-0.5191927,6.39284086,0.09713574,0.31325361,0.27319163,-0.3033657,U,0.83755624,,,,,,,,,,,,,,,,
Muscle,SMCHD1,-0.7623624,8.37898064,0.0124533,0.3739993,0.21711136,-0.3835434,P,0.8358376,,,,,,,,,,,,,,,,
Muscle,MCCC1,-0.7022583,11.1197014,0.0498132,0.30088454,0.31485191,-0.2264237,P,0.83400971,,,,,,,,,,,,,,,,
Muscle,TOP3A,-1.0453831,4.94920778,0.00622665,0.31923494,0.18447489,-0.5019565,U,0.82726479,,,,,,,,,,,,,,,,
Muscle,INPP5K,-0.3492547,28.0055256,0.32004981,0.40972063,0.28408619,-0.2989025,U,0.82500827,,,,,,,,,,,,,,,,
Muscle,GNE,-0.8075772,5.81793499,0.00996264,0.33953625,0.22715952,-0.4515292,P,0.81435204,,,,,,,,,,,,,,,,
Muscle,YARS2,-0.5596946,7.57794237,0.11083437,0.28390241,0.30326751,-0.2947531,P,0.81332892,,,,,,,,,,,,,,,,
Muscle,MSTN,0.86845136,2.35637403,0.71481943,1.27553976,0.70983811,0.99403341,U,0.81191522,,,,,,,,,,,,,,,,
Muscle,LRP1,-0.8233973,15.7014418,0.01494396,0.76623762,0.17342486,-0.4468828,N,0.80836684,,,,,,,,,,,,,,,,
Muscle,PDGFRA,-0.6508746,6.55936337,0.01494396,0.82225579,0.22264822,-0.3547375,U,0.79831505,,,,,,,,,,,,,,,,
Muscle,PAX3,0.42116806,1.15975809,1,0.70409703,0.26778746,-0.3480673,P,0.79103827,,,,,,,,,,,,,,,,
Muscle,TWNK,0.46567145,9.60243893,0.71855542,0.59328783,0.14744707,-0.657408,U,0.78370672,,,,,,,,,,,,,,,,
Muscle,LARGE1,0.92090029,15.3169308,0.95143213,0.46820435,0.17135741,-0.361305,U,0.78214538,,,,,,,,,,,,,,,,
Muscle,SYNE1,-0.7500127,4.31261921,0.02739726,0.57449877,0.26225518,-0.3380705,P,0.7802012,,,,,,,,,,,,,,,,
Muscle,LAMA2,-0.3586285,20.0470123,0.3486924,0.8250581,0.39404317,0.06221659,P,0.77653825,,,,,,,,,,,,,,,,
Muscle,FKRP,-0.3170091,8.58448982,0.30759651,0.30610767,0.04483188,-0.6195579,P,0.76666266,,,,,,,,,,,,,,,,
Muscle,POMGNT2,0.00251975,24.7168427,0.46326276,0.62637049,0.15948526,-0.508261,P,0.75741512,,,,,,,,,,,,,,,,
Muscle,FRG1,-1.0359038,12.5443201,0.01120797,0.30807233,0.20423412,-0.4965696,U,0.75683022,,,,,,,,,,,,,,,,
Muscle,COL6A2,-0.7464005,74.1077118,0.00996264,0.79393655,0.18014178,-0.2741843,P,0.75182056,,,,,,,,,,,,,,,,
Muscle,FDX2,-0.7156908,12.4411726,0.06475716,0.35993522,0.1877335,-0.6964151,U,0.75067985,,,,,,,,,,,,,,,,
Muscle,B4GAT1,-0.4774913,22.0680408,0.09090909,0.36486289,0.19873843,-0.4971899,U,0.72285062,,,,,,,,,,,,,,,,
Muscle,BVES,2.36904502,32.9200058,1,0.39173758,0.95267746,2.51110876,U,0.72178698,,,,,,,,,,,,,,,,
Muscle,ANK2,-0.1373339,11.2894249,0.73972603,0.40190482,0.31783589,-0.1150388,U,0.7158013,,,,,,,,,,,,,,,,
Muscle,KLHL31,1.78867924,26.9335403,0.99875467,0.91195524,0.21108344,-0.4290707,U,0.714634,,,,,,,,,,,,,,,,
Muscle,POMT1,-0.3972723,13.1129131,0.21544209,0.28903314,0.1576232,-0.309822,P,0.71132821,,,,,,,,,,,,,,,,
Muscle,LMNA,-0.642065,64.8877563,0.03113325,0.36879328,0.20033497,-0.4468909,P,0.70585382,,,,,,,,,,,,,,,,
Muscle,NDST1,-1.0577996,9.59742928,0,0.29364657,0.15628892,-0.3967345,U,0.70430887,,,,,,,,,,,,,,,,
Muscle,POLG,-0.4238407,22.4538212,0.19178082,0.33873725,0.17282413,-0.5645353,P,0.69307613,,,,,,,,,,,,,,,,
Muscle,TRAPPC11,-0.7298353,12.2749138,0.06973848,0.32939532,0.16634051,-0.6469747,P,0.69164437,,,,,,,,,,,,,,,,
Muscle,PYROXD1,-0.1953215,6.64622784,0.35367372,0.38642937,0.19598381,-0.5408659,U,0.69001538,,,,,,,,,,,,,,,,
Muscle,DGUOK,-1.5659713,12.1868067,0,0.34368175,0.19185001,-0.2931515,P,0.6838007,,,,,,,,,,,,,,,,
Muscle,HLA-A,-0.7878861,188.343552,0.00622665,0.57165211,0.15531044,-0.5295714,U,0.68196249,,,,,,,,,,,,,,,,
Muscle,CHKB,-1.1139498,21.0437317,0.01743462,0.56630921,0.17808219,-0.1024224,P,0.66850126,,,,,,,,,,,,,,,,
Muscle,MTM1,-0.6120778,6.7817378,0.10336239,0.272892,0.34452699,0.07008774,U,0.66592407,,,,,,,,,,,,,,,,
Muscle,VMA21,-1.1018229,6.43064404,0.00996264,0.34384847,0.09682441,-0.7993653,P,0.6630429,,,,,,,,,,,,,,,,
Muscle,ITGA7,0.18421187,123.824905,0.95516812,0.44845945,0.30515774,0.11714181,P,0.65450084,,,,,,,,,,,,,,,,
Muscle,ZFPM2,0.0710627,5.97709227,0.89788294,0.37831646,0.17787464,-0.583589,U,0.64880866,,,,,,,,,,,,,,,,
Muscle,SGCD,1.02600992,16.6044693,0.97882939,0.57859409,0.81992528,1.28941185,P,0.64864129,,,,,,,,,,,,,,,,
Muscle,COL4A1,-0.5553217,30.2151546,0.1120797,0.62023622,0.12545696,-0.4873531,P,0.6330297,,,,,,,,,,,,,,,,
Muscle,COL6A1,-0.7206234,69.3978577,0.00871731,0.72291541,0.11436281,-0.5476212,P,0.61449635,,,,,,,,,,,,,,,,
Muscle,NR2F2,-0.6171153,13.9344435,0.03860523,0.52476525,0.17735081,-0.4567199,U,0.61386025,,,,,,,,,,,,,,,,
Muscle,FAT1,-0.9368389,1.20677066,0,0.86666471,0.09429483,-0.564939,U,0.60200876,,,,,,,,,,,,,,,,
Muscle,PLN,0.2367934,218.124527,1,0.6569342,0.76684655,1.65333471,U,0.60101855,,,,,,,,,,,,,,,,
